,ratio
2022-06-08 00:00:00-04:00,0.9871250345693352
2022-06-09 00:00:00-04:00,0.9871049496859353
2022-06-10 00:00:00-04:00,0.9871110185655484
2022-06-13 00:00:00-04:00,0.9871041322984887
2022-06-14 00:00:00-04:00,0.987116225938378
2022-06-15 00:00:00-04:00,0.9871467999941932
2022-06-16 00:00:00-04:00,0.9871080371754913
2022-06-17 00:00:00-04:00,0.987159662519105
2022-06-21 00:00:00-04:00,0.9889846735368573
2022-06-22 00:00:00-04:00,0.9889917311772696
2022-06-23 00:00:00-04:00,0.9890239569369976
2022-06-24 00:00:00-04:00,0.9889778011758305
2022-06-27 00:00:00-04:00,0.9889968597815172
2022-06-28 00:00:00-04:00,0.9889654576616385
2022-06-29 00:00:00-04:00,0.9889733474466719
2022-06-30 00:00:00-04:00,0.9889513267171884
2022-07-01 00:00:00-04:00,0.9890025607088379
2022-07-05 00:00:00-04:00,0.989025274715813
2022-07-06 00:00:00-04:00,0.9889893590862581
2022-07-07 00:00:00-04:00,0.98896831427585
2022-07-08 00:00:00-04:00,0.9889749818272426
2022-07-11 00:00:00-04:00,0.9889591309406798
2022-07-12 00:00:00-04:00,0.9889645452966073
2022-07-13 00:00:00-04:00,0.9889474199662943
2022-07-14 00:00:00-04:00,0.9889785267643451
2022-07-15 00:00:00-04:00,0.98896902877527
2022-07-18 00:00:00-04:00,0.9889824691603464
2022-07-19 00:00:00-04:00,0.9889828243734382
2022-07-20 00:00:00-04:00,0.988984601368987
2022-07-21 00:00:00-04:00,0.9889767016153166
2022-07-22 00:00:00-04:00,0.9889540300021953
2022-07-25 00:00:00-04:00,0.9889386755167624
2022-07-26 00:00:00-04:00,0.988959407320725
2022-07-27 00:00:00-04:00,0.9889903684857754
2022-07-28 00:00:00-04:00,0.9889720219925909
2022-07-29 00:00:00-04:00,0.9889782096771421
2022-08-01 00:00:00-04:00,0.9889771873544094
2022-08-02 00:00:00-04:00,0.9890153461422321
2022-08-03 00:00:00-04:00,0.989006091666966
2022-08-04 00:00:00-04:00,0.9889873270992171
2022-08-05 00:00:00-04:00,0.9889679597288721
2022-08-08 00:00:00-04:00,0.9889858008223577
2022-08-09 00:00:00-04:00,0.9889573736071406
2022-08-10 00:00:00-04:00,0.9889746915278101
2022-08-11 00:00:00-04:00,0.9889633469245408
2022-08-12 00:00:00-04:00,0.9889768917030024
2022-08-15 00:00:00-04:00,0.98897971889232
2022-08-16 00:00:00-04:00,0.988973366155824
2022-08-17 00:00:00-04:00,0.9889628358095908
2022-08-18 00:00:00-04:00,0.9889780444455937
2022-08-19 00:00:00-04:00,0.9889833141501053
2022-08-22 00:00:00-04:00,0.9889838368466644
2022-08-23 00:00:00-04:00,0.9889540362470995
2022-08-24 00:00:00-04:00,0.9889644027557415
2022-08-25 00:00:00-04:00,0.9889725133944429
2022-08-26 00:00:00-04:00,0.9889403115314181
2022-08-29 00:00:00-04:00,0.988971273927408
2022-08-30 00:00:00-04:00,0.9889677580986477
2022-08-31 00:00:00-04:00,0.9889758335981562
2022-09-01 00:00:00-04:00,0.9889428386967792
2022-09-02 00:00:00-04:00,0.988961951065981
2022-09-06 00:00:00-04:00,0.9888833711375764
2022-09-07 00:00:00-04:00,0.9889603243475029
2022-09-08 00:00:00-04:00,0.9889545632734702
2022-09-09 00:00:00-04:00,0.9889566676882466
2022-09-12 00:00:00-04:00,0.9889765429303105
2022-09-13 00:00:00-04:00,0.9889568423475934
2022-09-14 00:00:00-04:00,0.9889475963668996
