date,side,entry_time,entry_price,exit_time,exit_price,shares,pnl,stopped_out,eod_flatten
2023-06-28,SHORT,2023-06-28 14:37:00-04:00,357.85,2023-06-28 14:43:00-04:00,358.12,265,-71.54999999999518,True,False
2023-06-28,LONG,2023-06-28 14:43:00-04:00,358.12,2023-06-28 14:45:00-04:00,358.04,265,-21.199999999995782,True,False
2023-06-28,SHORT,2023-06-28 14:45:00-04:00,358.04,2023-06-28 14:54:00-04:00,358.1,265,-15.900000000000603,True,False
2023-06-28,LONG,2023-06-28 14:54:00-04:00,358.1,2023-06-28 14:55:00-04:00,357.81,265,-76.85000000000542,True,False
2023-06-28,SHORT,2023-06-28 14:55:00-04:00,357.81,2023-06-28 15:52:00-04:00,358.0,265,-50.3499999999994,True,False
2023-06-28,LONG,2023-06-28 15:52:00-04:00,358.0,2023-06-28 15:53:00-04:00,357.95,264,-13.200000000003001,True,False
2023-06-28,SHORT,2023-06-28 15:53:00-04:00,357.95,2023-06-28 15:59:00-04:00,358.29,264,-89.7600000000084,True,False
2023-06-28,LONG,2023-06-28 15:59:00-04:00,358.29,2023-06-28 15:59:00-04:00,358.29,264,0.0,False,True
2023-06-29,SHORT,2023-06-29 09:31:00-04:00,357.48,2023-06-29 09:33:00-04:00,358.18,264,-184.799999999997,True,False
2023-06-29,LONG,2023-06-29 09:33:00-04:00,358.18,2023-06-29 09:36:00-04:00,357.88,263,-78.90000000000299,True,False
2023-06-29,SHORT,2023-06-29 09:36:00-04:00,357.88,2023-06-29 09:37:00-04:00,358.13,263,-65.75,True,False
2023-06-29,LONG,2023-06-29 09:37:00-04:00,358.13,2023-06-29 09:42:00-04:00,357.97,263,-42.07999999999163,True,False
2023-06-29,SHORT,2023-06-29 09:42:00-04:00,357.97,2023-06-29 09:49:00-04:00,358.08,263,-28.929999999988638,True,False
2023-06-29,LONG,2023-06-29 09:49:00-04:00,358.08,2023-06-29 09:50:00-04:00,357.89,263,-49.9699999999994,True,False
2023-06-29,SHORT,2023-06-29 09:50:00-04:00,357.89,2023-06-29 09:52:00-04:00,357.93,263,-10.520000000005382,True,False
2023-06-29,LONG,2023-06-29 09:52:00-04:00,357.93,2023-06-29 09:53:00-04:00,357.88,263,-13.15000000000299,True,False
2023-06-29,SHORT,2023-06-29 09:53:00-04:00,357.88,2023-06-29 10:01:00-04:00,358.08,263,-52.59999999999701,True,False
2023-06-29,LONG,2023-06-29 10:01:00-04:00,358.08,2023-06-29 10:03:00-04:00,357.84,263,-63.12000000000239,True,False
2023-06-29,SHORT,2023-06-29 10:03:00-04:00,357.84,2023-06-29 10:04:00-04:00,358.1,263,-68.38000000001256,True,False
2023-06-29,LONG,2023-06-29 10:04:00-04:00,358.1,2023-06-29 10:07:00-04:00,357.02,262,-282.9600000000107,True,False
2023-06-29,SHORT,2023-06-29 10:07:00-04:00,357.02,2023-06-29 11:07:00-04:00,357.53,262,-133.61999999999762,True,False
